OrderID,Date,ProductID,CustomerID,EmployeeID,Quantity,UnitPrice
199,2024-07-24 00:00:00,43,267,15,7,317
200,2023-12-19 00:00:00,38,90,41,7,579
201,2023-06-02 00:00:00,42,196,34,6,723
202,2023-08-19 00:00:00,20,193,12,9,494
203,2024-03-02 00:00:00,20,74,30,1,585
204,2023-12-05 00:00:00,36,272,9,7,258
205,2023-07-15 00:00:00,42,41,29,6,104
206,2023-03-16 00:00:00,4,138,25,10,627
207,2023-12-07 00:00:00,13,287,14,8,223
208,2024-05-05 00:00:00,20,8,14,4,995
209,2023-10-17 00:00:00,16,105,26,4,575
210,2024-06-09 00:00:00,25,239,35,6,325
211,2023-07-28 00:00:00,32,239,7,8,789
212,2023-05-30 00:00:00,24,161,27,1,586
213,2023-10-30 00:00:00,2,134,36,10,603
214,2023-09-09 00:00:00,10,101,22,4,398
215,2024-05-15 00:00:00,32,282,42,6,273
216,2023-06-23 00:00:00,47,252,30,3,760
217,2024-10-19 00:00:00,9,280,32,3,948
218,2023-02-19 00:00:00,4,269,3,2,977
219,2023-03-11 00:00:00,49,4,27,3,872
220,2023-03-03 00:00:00,46,78,1,4,527
221,2024-07-18 00:00:00,40,248,43,8,26
222,2023-10-21 00:00:00,27,7,2,9,749
223,2023-07-03 00:00:00,2,258,45,7,835
224,2024-06-23 00:00:00,7,50,34,3,256
225,2024-02-20 00:00:00,17,182,18,12,90
226,2023-03-24 00:00:00,30,290,16,4,317
227,2024-05-02 00:00:00,42,17,6,7,398
228,2024-03-20 00:00:00,4,5,45,3,94
229,2023-02-13 00:00:00,42,170,37,2,926
230,2023-03-18 00:00:00,15,109,45,10,496
231,2023-11-19 00:00:00,44,144,35,10,683
232,2024-02-12 00:00:00,2,107,38,14,780
233,2024-02-03 00:00:00,5,154,11,16,256
234,2024-12-06 00:00:00,44,277,22,7,783
235,2023-08-26 00:00:00,47,41,33,6,64
236,2023-12-01 00:00:00,5,175,39,10,987
237,2024-01-20 00:00:00,2,140,29,16,243
238,2024-09-25 00:00:00,28,96,44,10,686
239,2024-01-25 00:00:00,19,127,46,18,94
240,2023-04-04 00:00:00,46,79,48,7,334
241,2023-05-16 00:00:00,1,158,29,6,789
242,2024-02-22 00:00:00,6,96,28,34,580
243,2024-09-04 00:00:00,7,14,6,6,577
244,2023-03-28 00:00:00,21,198,1,5,433
245,2024-01-25 00:00:00,47,287,16,10,543
246,2023-03-06 00:00:00,11,72,18,5,284
247,2023-03-20 00:00:00,11,223,18,7,316
248,2024-04-13 00:00:00,24,129,16,8,618
249,2024-09-27 00:00:00,7,70,20,1,981
250,2024-10-28 00:00:00,25,169,29,6,450
251,2023-07-25 00:00:00,39,70,20,6,627
252,2024-12-12 00:00:00,31,161,12,7,336
253,2024-02-07 00:00:00,41,252,37,55,343
254,2023-07-04 00:00:00,24,59,37,4,616
255,2024-03-24 00:00:00,44,282,2,8,975
256,2023-09-05 00:00:00,19,36,27,8,152
257,2024-04-04 00:00:00,17,79,46,7,818
258,2024-12-09 00:00:00,39,246,38,7,557
259,2024-07-03 00:00:00,27,279,3,6,728
260,2023-06-20 00:00:00,39,44,7,4,683
261,2024-03-16 00:00:00,42,23,37,7,1000
262,2024-06-15 00:00:00,7,6,7,5,237
263,2024-02-05 00:00:00,36,298,45,61,236
264,2023-10-30 00:00:00,30,257,10,6,35
265,2024-04-11 00:00:00,27,44,8,3,366
266,2024-12-14 00:00:00,14,267,31,6,497
267,2023-04-28 00:00:00,29,164,5,5,55
268,2023-09-07 00:00:00,2,176,42,2,703
269,2024-04-18 00:00:00,34,90,36,3,348
270,2024-03-18 00:00:00,15,208,41,3,200
271,2024-08-29 00:00:00,26,15,48,10,914
272,2024-12-21 00:00:00,28,200,1,4,220
273,2023-07-21 00:00:00,5,296,7,9,201
274,2023-11-17 00:00:00,30,59,17,8,550
275,2023-12-27 00:00:00,39,199,40,7,611
276,2023-03-28 00:00:00,30,89,44,5,950
277,2023-07-07 00:00:00,44,69,21,2,254
278,2024-08-11 00:00:00,24,73,33,7,438
279,2024-10-22 00:00:00,25,217,12,8,660
280,2023-11-19 00:00:00,12,285,11,8,305
281,2024-01-29 00:00:00,29,28,23,11,506
282,2024-03-01 00:00:00,36,259,42,8,428
283,2023-08-14 00:00:00,46,228,32,3,94
284,2024-04-13 00:00:00,19,17,18,4,560
285,2023-10-02 00:00:00,37,254,36,9,125
286,2024-03-27 00:00:00,50,279,24,9,852
287,2023-09-11 00:00:00,35,112,28,2,763
288,2023-03-31 00:00:00,20,17,29,5,366
289,2024-08-25 00:00:00,29,61,50,4,224
290,2024-09-22 00:00:00,45,180,46,10,657
291,2023-10-15 00:00:00,9,106,14,1,593
292,2024-08-09 00:00:00,39,276,11,6,730
293,2024-02-26 00:00:00,18,264,44,12,148
294,2023-09-13 00:00:00,4,142,42,3,728
295,2024-10-09 00:00:00,10,165,16,7,511
296,2023-04-06 00:00:00,18,213,25,8,87
297,2024-01-13 00:00:00,26,264,48,90,721
298,2023-04-06 00:00:00,30,250,21,10,12
299,2024-07-01 00:00:00,47,235,41,6,880
300,2023-10-18 00:00:00,26,112,28,4,516
301,2023-12-18 00:00:00,22,281,37,3,589
302,2024-04-15 00:00:00,44,25,3,2,651
303,2024-03-14 00:00:00,2,64,11,8,477
304,2023-10-08 00:00:00,13,68,42,5,172
305,2024-10-26 00:00:00,6,185,17,2,390
306,2023-08-28 00:00:00,11,27,26,5,753
307,2023-03-21 00:00:00,28,47,46,2,11
308,2023-12-18 00:00:00,9,116,34,8,19
309,2024-01-28 00:00:00,8,217,45,8,499
310,2023-05-21 00:00:00,6,53,7,6,386
311,2023-01-09 00:00:00,25,69,42,3,80
312,2023-06-05 00:00:00,40,85,29,6,749
313,2023-05-07 00:00:00,27,227,14,2,928
314,2023-09-11 00:00:00,38,197,23,7,332
315,2024-09-14 00:00:00,18,44,16,9,625
316,2024-06-05 00:00:00,19,14,43,5,220
317,2023-09-03 00:00:00,13,201,19,1,812
318,2023-03-14 00:00:00,32,198,8,4,521
319,2024-08-05 00:00:00,34,7,24,6,145
320,2023-03-16 00:00:00,27,188,35,3,791
321,2023-03-03 00:00:00,2,35,1,5,230
322,2024-12-19 00:00:00,26,260,19,9,795
323,2023-10-12 00:00:00,26,43,41,9,560
324,2023-06-09 00:00:00,6,159,6,9,953
325,2024-10-27 00:00:00,35,168,26,10,659
326,2023-09-02 00:00:00,44,34,20,7,757
327,2024-09-15 00:00:00,4,126,6,7,128
328,2023-05-21 00:00:00,4,159,43,3,132
329,2024-06-13 00:00:00,45,6,11,8,985
330,2023-10-03 00:00:00,47,133,11,6,139
331,2023-10-06 00:00:00,47,61,50,1,353
332,2024-04-11 00:00:00,34,33,17,10,652
333,2024-01-12 00:00:00,33,185,4,16,889
334,2023-04-29 00:00:00,11,131,50,2,925
335,2023-09-08 00:00:00,15,261,1,1,889
336,2023-02-06 00:00:00,3,242,24,7,952
337,2023-11-24 00:00:00,36,215,15,6,264
338,2023-02-23 00:00:00,18,40,37,6,132
339,2024-04-21 00:00:00,12,115,34,1,986
340,2024-01-13 00:00:00,19,160,21,17,576
341,2024-04-20 00:00:00,13,150,37,5,767
342,2023-09-09 00:00:00,24,253,50,4,760
343,2024-10-13 00:00:00,10,4,27,1,248
344,2023-11-11 00:00:00,45,5,22,1,787
345,2023-03-03 00:00:00,7,106,34,4,439
346,2024-06-16 00:00:00,10,144,6,1,953
347,2023-05-17 00:00:00,27,191,30,2,604
348,2024-11-09 00:00:00,41,202,5,10,591
349,2024-02-07 00:00:00,9,122,19,13,881
350,2023-07-27 00:00:00,45,168,21,8,288
351,2024-04-22 00:00:00,9,300,7,3,118
352,2023-08-01 00:00:00,21,209,8,9,376
353,2023-06-11 00:00:00,29,158,30,5,882
354,2023-12-02 00:00:00,44,156,46,10,51
355,2023-02-20 00:00:00,10,47,46,4,374
356,2024-04-08 00:00:00,44,154,17,3,41
357,2023-05-24 00:00:00,36,282,16,2,483
358,2024-02-15 00:00:00,8,7,4,22,143
359,2023-03-18 00:00:00,24,44,38,10,275
360,2023-12-06 00:00:00,2,34,13,8,838
361,2024-03-19 00:00:00,8,22,30,1,182
362,2023-06-26 00:00:00,47,203,32,1,401
363,2023-06-02 00:00:00,23,110,12,5,296
364,2024-07-17 00:00:00,3,126,42,5,520
365,2023-07-24 00:00:00,31,32,6,5,402
366,2024-01-27 00:00:00,42,270,16,10,823
367,2024-08-02 00:00:00,46,184,31,9,810
368,2024-09-03 00:00:00,33,165,25,5,194
369,2024-04-28 00:00:00,15,16,50,5,69
370,2023-04-13 00:00:00,34,184,50,10,248
371,2023-02-27 00:00:00,16,124,18,9,845
372,2023-06-27 00:00:00,49,113,37,7,373
373,2024-01-03 00:00:00,12,122,38,15,835
374,2023-05-26 00:00:00,38,15,46,6,980
375,2023-02-08 00:00:00,37,97,32,9,326
376,2024-05-04 00:00:00,6,29,15,10,234
377,2023-07-01 00:00:00,1,170,40,4,835
378,2023-05-26 00:00:00,21,31,2,3,610
379,2024-12-22 00:00:00,50,57,34,6,993
380,2023-05-20 00:00:00,43,203,38,2,354
381,2024-12-25 00:00:00,11,224,41,8,674
382,2023-11-11 00:00:00,36,183,15,10,844
383,2024-12-19 00:00:00,47,151,9,3,756
384,2023-11-22 00:00:00,37,201,50,10,43
385,2023-05-25 00:00:00,40,114,41,10,116
386,2023-04-01 00:00:00,22,40,16,6,337
387,2024-12-10 00:00:00,46,172,29,1,281
388,2024-01-31 00:00:00,5,180,17,34,747
389,2023-12-26 00:00:00,29,215,11,7,514
390,2024-10-28 00:00:00,35,193,7,8,817
391,2023-02-04 00:00:00,49,116,11,8,85
392,2023-12-17 00:00:00,19,11,21,5,984
393,2023-04-06 00:00:00,11,193,11,2,570
394,2023-06-18 00:00:00,22,248,46,1,451
395,2023-07-14 00:00:00,39,223,11,1,113
396,2023-11-01 00:00:00,27,284,47,9,281
397,2024-05-17 00:00:00,16,50,4,7,595
398,2024-11-08 00:00:00,10,28,24,12,447
399,2024-10-15 00:00:00,41,246,13,2,36
400,2024-04-27 00:00:00,19,42,31,2,325
401,2024-01-26 00:00:00,32,136,6,23,406
402,2023-09-27 00:00:00,24,96,29,1,279
403,2024-11-14 00:00:00,15,138,37,23,164
404,2024-08-26 00:00:00,7,44,43,6,837
405,2024-07-02 00:00:00,15,284,4,7,848
406,2024-02-09 00:00:00,44,244,37,19,497
407,2024-08-08 00:00:00,46,18,33,10,932
408,2023-06-21 00:00:00,44,76,8,8,187
409,2024-11-30 00:00:00,14,99,9,43,443
410,2023-11-24 00:00:00,28,104,41,3,864
411,2023-11-30 00:00:00,47,35,6,7,579
412,2024-08-24 00:00:00,18,267,30,1,815
413,2024-08-25 00:00:00,34,215,8,7,163
414,2023-10-20 00:00:00,38,52,7,10,808
415,2024-08-08 00:00:00,35,177,27,5,402
416,2024-09-25 00:00:00,39,243,3,3,292
417,2024-12-08 00:00:00,39,206,3,7,920
418,2024-01-17 00:00:00,16,26,48,13,952
419,2024-12-13 00:00:00,2,173,20,5,297
420,2024-03-29 00:00:00,44,51,15,3,317
421,2023-07-12 00:00:00,50,165,18,7,629
422,2024-01-18 00:00:00,29,109,27,21,787
423,2024-02-18 00:00:00,4,264,11,2,328
424,2023-07-25 00:00:00,9,269,37,1,187
425,2024-12-22 00:00:00,4,128,3,8,61
426,2023-05-07 00:00:00,13,141,24,8,527
427,2023-07-01 00:00:00,44,16,16,6,510
428,2023-09-22 00:00:00,31,283,23,6,177
429,2024-08-08 00:00:00,48,47,19,1,405
430,2024-10-29 00:00:00,50,110,15,4,703
431,2024-10-24 00:00:00,27,263,2,1,495
432,2023-11-09 00:00:00,12,5,15,5,632
433,2023-09-16 00:00:00,46,141,28,7,882
434,2024-08-21 00:00:00,14,239,20,9,854
435,2024-09-15 00:00:00,7,4,33,6,584
436,2023-10-11 00:00:00,19,153,44,2,503
437,2024-10-29 00:00:00,41,167,18,5,681
438,2023-02-28 00:00:00,20,97,10,9,793
439,2023-01-27 00:00:00,39,207,43,6,707
440,2024-02-02 00:00:00,42,255,19,5,938
441,2024-12-31 00:00:00,48,19,38,10,845
442,2024-01-03 00:00:00,15,274,41,14,938
443,2024-04-27 00:00:00,33,154,11,9,195
444,2024-11-27 00:00:00,9,133,47,15,791
445,2023-11-11 00:00:00,22,46,15,6,238
446,2023-05-01 00:00:00,27,170,24,5,609
447,2023-03-14 00:00:00,31,28,41,10,604
448,2024-06-26 00:00:00,31,100,33,2,898
449,2023-12-17 00:00:00,20,212,4,3,150
450,2023-07-04 00:00:00,27,292,30,3,333
451,2023-11-17 00:00:00,50,42,32,6,656
452,2023-06-22 00:00:00,41,30,1,8,290
453,2024-10-10 00:00:00,37,82,32,2,142
454,2024-06-30 00:00:00,28,207,28,8,402
455,2023-07-15 00:00:00,13,192,1,6,785
456,2023-12-19 00:00:00,2,3,41,4,241
457,2023-06-21 00:00:00,20,67,7,7,525
458,2024-09-02 00:00:00,5,24,20,5,476
459,2024-05-16 00:00:00,34,173,28,3,360
460,2023-05-15 00:00:00,23,97,11,7,29
461,2024-12-29 00:00:00,14,12,38,9,183
462,2023-02-19 00:00:00,42,20,25,5,799
463,2023-02-19 00:00:00,39,25,43,2,679
464,2023-09-16 00:00:00,45,60,27,8,399
465,2023-04-14 00:00:00,31,79,14,1,318
466,2024-03-04 00:00:00,43,267,18,10,630
467,2023-04-19 00:00:00,7,262,47,10,130
468,2024-06-19 00:00:00,32,102,39,4,806
469,2024-07-15 00:00:00,13,184,46,7,312
470,2023-01-14 00:00:00,32,107,45,8,348
471,2023-04-03 00:00:00,43,46,8,10,695
472,2023-08-25 00:00:00,50,262,5,2,936
473,2023-06-28 00:00:00,30,152,17,8,61
474,2023-04-08 00:00:00,3,149,24,6,446
475,2023-12-03 00:00:00,49,24,1,3,689
476,2024-01-17 00:00:00,23,225,40,34,909
477,2023-10-06 00:00:00,22,94,8,7,419
478,2023-03-02 00:00:00,25,245,27,3,125
479,2024-11-25 00:00:00,11,54,27,10,504
480,2023-01-30 00:00:00,29,93,40,7,807
481,2024-03-27 00:00:00,44,67,31,8,125
482,2024-11-25 00:00:00,3,33,17,12,22
483,2024-11-16 00:00:00,34,296,47,10,239
484,2023-09-12 00:00:00,22,266,34,10,107
485,2024-07-25 00:00:00,31,178,43,7,162
486,2024-05-22 00:00:00,40,28,1,3,527
487,2023-10-12 00:00:00,11,39,49,8,338
488,2023-08-29 00:00:00,4,260,15,9,668
489,2024-05-25 00:00:00,6,236,29,10,468
490,2023-04-16 00:00:00,29,162,8,8,773
491,2023-04-04 00:00:00,26,212,3,9,572
492,2024-04-12 00:00:00,39,156,33,9,221
493,2024-07-27 00:00:00,22,187,4,4,874
494,2023-04-10 00:00:00,50,243,46,6,743
495,2023-10-26 00:00:00,49,114,1,6,373
496,2024-05-19 00:00:00,36,268,24,2,56
497,2023-05-04 00:00:00,9,210,7,5,635
498,2024-02-29 00:00:00,26,111,30,4,743
499,2024-05-31 00:00:00,3,64,50,8,478
500,2024-03-19 00:00:00,9,256,1,9,763
501,2023-05-12 00:00:00,38,248,33,3,718
502,2024-05-31 00:00:00,7,199,43,10,630
503,2023-12-18 00:00:00,25,215,39,4,290
504,2024-06-08 00:00:00,19,232,9,3,432
505,2023-08-03 00:00:00,20,281,21,9,657
506,2024-12-28 00:00:00,40,149,44,6,953
507,2024-12-28 00:00:00,42,92,33,9,720
508,2024-11-14 00:00:00,8,181,36,8,606
509,2024-03-08 00:00:00,46,214,44,9,302
510,2024-11-17 00:00:00,1,268,7,11,400
511,2023-05-30 00:00:00,4,103,18,3,303
512,2024-04-08 00:00:00,4,152,14,9,43
513,2024-12-13 00:00:00,7,288,15,9,408
514,2024-12-02 00:00:00,19,25,25,7,436
515,2024-09-27 00:00:00,21,283,4,1,771
516,2024-09-09 00:00:00,50,227,15,6,783
517,2023-03-18 00:00:00,13,100,19,8,191
518,2024-03-14 00:00:00,12,89,48,9,132
519,2023-09-19 00:00:00,18,285,17,3,174
520,2023-11-27 00:00:00,1,170,30,3,50
521,2024-05-17 00:00:00,39,27,50,10,873
522,2024-06-22 00:00:00,37,282,23,2,812
523,2024-03-01 00:00:00,15,95,34,2,815
524,2023-08-07 00:00:00,35,275,26,2,367
525,2024-09-25 00:00:00,43,170,22,6,310
526,2024-04-01 00:00:00,34,244,36,1,127
527,2023-04-27 00:00:00,16,125,3,6,400
528,2024-01-19 00:00:00,25,132,35,23,35
529,2024-10-29 00:00:00,33,261,29,8,54
530,2024-07-04 00:00:00,13,165,33,2,980
531,2023-08-07 00:00:00,35,4,41,2,225
532,2024-03-21 00:00:00,44,218,7,4,560
533,2023-12-06 00:00:00,42,37,48,3,34
534,2024-07-25 00:00:00,3,45,5,1,192
535,2024-10-07 00:00:00,5,295,15,5,427
536,2024-07-01 00:00:00,26,222,21,1,408
537,2023-03-16 00:00:00,1,33,49,10,56
538,2024-09-13 00:00:00,23,258,7,5,815
539,2024-11-07 00:00:00,6,145,49,12,400
540,2024-02-05 00:00:00,2,243,11,9,235
541,2024-10-25 00:00:00,35,152,41,3,315
542,2023-01-06 00:00:00,24,6,36,9,154
543,2023-08-04 00:00:00,37,202,35,9,979
544,2024-06-08 00:00:00,48,177,14,7,937
545,2023-07-18 00:00:00,10,83,12,4,641
546,2024-07-16 00:00:00,8,93,43,10,882
547,2023-04-11 00:00:00,30,282,5,5,697
548,2024-11-02 00:00:00,13,298,32,15,375
549,2023-11-22 00:00:00,16,52,19,10,81
550,2024-08-21 00:00:00,32,231,22,10,685
551,2024-03-14 00:00:00,10,290,37,6,837
552,2024-10-18 00:00:00,11,3,21,4,814
553,2024-05-06 00:00:00,28,142,24,3,705
554,2023-06-29 00:00:00,30,229,23,5,508
555,2023-09-27 00:00:00,42,42,18,3,922
556,2024-06-03 00:00:00,47,40,47,2,923
